"LoincNumber","PartNumber","PartTypeName","PartSequenceOrder","PartName"
"84033-0","LP173073-0","Document.Role","1","Team"
"84034-8","LP173418-7","Document.Kind","1","Note"
"84034-8","LP173209-0","Document.TypeOfService","1","Plan of care"
"84034-8","LP173061-5","Document.Setting","1","{Setting}"
"84034-8","LP173073-0","Document.Role","1","Team"
"84035-5","LP173418-7","Document.Kind","1","Note"
"84035-5","LP173110-0","Document.TypeOfService","1","Consultation"
"84035-5","LP173061-5","Document.Setting","1","{Setting}"
"84035-5","LP173033-4","Document.SubjectMatterDomain","1","Transplant surgery"
"84036-3","LP173418-7","Document.Kind","1","Note"
"84036-3","LP173051-6","Document.Setting","1","Outpatient"
"84036-3","LP173033-4","Document.SubjectMatterDomain","1","Transplant surgery"
"84037-1","LP173418-7","Document.Kind","1","Note"
"84037-1","LP173059-9","Document.Setting","1","Telephone encounter"
"84037-1","LP173033-4","Document.SubjectMatterDomain","1","Transplant surgery"
"84038-9","LP173387-4","Document.Kind","1","Administrative note"
"84038-9","LP173061-5","Document.Setting","1","{Setting}"
"84038-9","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"84039-7","LP173418-7","Document.Kind","1","Note"
"84039-7","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"84039-7","LP173061-5","Document.Setting","1","{Setting}"
"84039-7","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"84040-5","LP173418-7","Document.Kind","1","Note"
"84040-5","LP173221-5","Document.TypeOfService","1","Discharge summary"
"84040-5","LP173061-5","Document.Setting","1","{Setting}"
"84040-5","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"84041-3","LP173418-7","Document.Kind","1","Note"
"84041-3","LP173198-5","Document.TypeOfService","1","History and physical"
"84041-3","LP173061-5","Document.Setting","1","{Setting}"
"84041-3","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"84042-1","LP173418-7","Document.Kind","1","Note"
"84042-1","LP173065-6","Document.Setting","1","Hospital"
"84042-1","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"84043-9","LP173418-7","Document.Kind","1","Note"
"84043-9","LP173061-5","Document.Setting","1","{Setting}"
"84043-9","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"84043-9","LP173072-2","Document.Role","1","Interdisciplinary"
"84044-7","LP173418-7","Document.Kind","1","Note"
"84044-7","LP173234-8","Document.TypeOfService","1","Procedure"
"84044-7","LP173051-6","Document.Setting","1","Outpatient"
"84044-7","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"84045-4","LP173418-7","Document.Kind","1","Note"
"84045-4","LP173215-7","Document.TypeOfService","1","Postoperative evaluation and management"
"84045-4","LP173061-5","Document.Setting","1","{Setting}"
"84045-4","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"84046-2","LP173418-7","Document.Kind","1","Note"
"84046-2","LP173059-9","Document.Setting","1","Telephone encounter"
"84046-2","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"84047-0","LP173418-7","Document.Kind","1","Note"
"84047-0","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"84047-0","LP173061-5","Document.Setting","1","{Setting}"
"84047-0","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"84048-8","LP173418-7","Document.Kind","1","Note"
"84048-8","LP173198-5","Document.TypeOfService","1","History and physical"
"84048-8","LP173061-5","Document.Setting","1","{Setting}"
"84048-8","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"84049-6","LP173418-7","Document.Kind","1","Note"
"84049-6","LP173065-6","Document.Setting","1","Hospital"
"84049-6","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"84050-4","LP173418-7","Document.Kind","1","Note"
"84050-4","LP173061-5","Document.Setting","1","{Setting}"
"84050-4","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"84051-2","LP173418-7","Document.Kind","1","Note"
"84051-2","LP173215-7","Document.TypeOfService","1","Postoperative evaluation and management"
"84051-2","LP173051-6","Document.Setting","1","Outpatient"
"84051-2","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"84052-0","LP173418-7","Document.Kind","1","Note"
"84052-0","LP173215-7","Document.TypeOfService","1","Postoperative evaluation and management"
"84052-0","LP173061-5","Document.Setting","1","{Setting}"
"84052-0","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"84053-8","LP173418-7","Document.Kind","1","Note"
"84053-8","LP173234-8","Document.TypeOfService","1","Procedure"
"84053-8","LP173061-5","Document.Setting","1","{Setting}"
"84053-8","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"84054-6","LP173418-7","Document.Kind","1","Note"
"84054-6","LP173059-9","Document.Setting","1","Telephone encounter"
"84054-6","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"84055-3","LP173418-7","Document.Kind","1","Note"
"84055-3","LP173123-3","Document.TypeOfService","1","Annual evaluation"
"84055-3","LP173061-5","Document.Setting","1","{Setting}"
"84055-3","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"84056-1","LP173418-7","Document.Kind","1","Note"
"84056-1","LP173056-5","Document.Setting","1","Patient's home"
"84056-1","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"84057-9","LP173418-7","Document.Kind","1","Note"
"84057-9","LP173051-6","Document.Setting","1","Outpatient"
"84057-9","LP172916-1","Document.SubjectMatterDomain","1","Allergy and immunology"
"84058-7","LP173415-3","Document.Kind","1","Flowsheet"
"84058-7","LP173061-5","Document.Setting","1","{Setting}"
"84058-7","LP172918-7","Document.SubjectMatterDomain","1","Anesthesiology"
"84059-5","LP173418-7","Document.Kind","1","Note"
"84059-5","LP173065-6","Document.Setting","1","Hospital"
"84059-5","LP172918-7","Document.SubjectMatterDomain","1","Anesthesiology"
"84060-3","LP173418-7","Document.Kind","1","Note"
"84060-3","LP173051-6","Document.Setting","1","Outpatient"
"84060-3","LP172918-7","Document.SubjectMatterDomain","1","Anesthesiology"
"84061-1","LP173418-7","Document.Kind","1","Note"
"84061-1","LP173215-7","Document.TypeOfService","1","Postoperative evaluation and management"
"84061-1","LP173061-5","Document.Setting","1","{Setting}"
"84061-1","LP172918-7","Document.SubjectMatterDomain","1","Anesthesiology"
"84062-9","LP173418-7","Document.Kind","1","Note"
"84062-9","LP173234-8","Document.TypeOfService","1","Procedure"
"84062-9","LP173061-5","Document.Setting","1","{Setting}"
"84062-9","LP172918-7","Document.SubjectMatterDomain","1","Anesthesiology"
"84063-7","LP173418-7","Document.Kind","1","Note"
"84063-7","LP173059-9","Document.Setting","1","Telephone encounter"
"84063-7","LP172918-7","Document.SubjectMatterDomain","1","Anesthesiology"
"84064-5","LP173418-7","Document.Kind","1","Note"
"84064-5","LP173123-3","Document.TypeOfService","1","Annual evaluation"
"84064-5","LP173061-5","Document.Setting","1","{Setting}"
"84064-5","LP187187-2","Document.Role","1","{Role}"
"84065-2","LP173387-4","Document.Kind","1","Administrative note"
"84065-2","LP173061-5","Document.Setting","1","{Setting}"
"84065-2","LP172919-5","Document.SubjectMatterDomain","1","Audiology"
"84066-0","LP173418-7","Document.Kind","1","Note"
"84066-0","LP173059-9","Document.Setting","1","Telephone encounter"
"84066-0","LP172919-5","Document.SubjectMatterDomain","1","Audiology"
"84067-8","LP173418-7","Document.Kind","1","Note"
"84067-8","LP173061-5","Document.Setting","1","{Setting}"
"84067-8","LP172920-3","Document.SubjectMatterDomain","1","Blood banking and transfusion medicine"
"84068-6","LP173418-7","Document.Kind","1","Note"
"84068-6","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"84068-6","LP173061-5","Document.Setting","1","{Setting}"
"84068-6","LP173031-8","Document.SubjectMatterDomain","1","Thoracic and cardiac surgery"
"84069-4","LP173418-7","Document.Kind","1","Note"
"84069-4","LP173103-5","Document.TypeOfService","1","Summary"
"84069-4","LP173058-1","Document.Setting","1","Telehealth"
"84069-4","LP172960-9","Document.SubjectMatterDomain","1","Multi-specialty program"
"84070-2","LP173418-7","Document.Kind","1","Note"
"84070-2","LP173209-0","Document.TypeOfService","1","Plan of care"
"84070-2","LP173058-1","Document.Setting","1","Telehealth"
"84070-2","LP172960-9","Document.SubjectMatterDomain","1","Multi-specialty program"
"84071-0","LP173418-7","Document.Kind","1","Note"
"84071-0","LP173110-0","Document.TypeOfService","1","Consultation"
"84071-0","LP173061-5","Document.Setting","1","{Setting}"
"84071-0","LP172923-7","Document.SubjectMatterDomain","1","Chiropractic medicine"
"84072-8","LP173418-7","Document.Kind","1","Note"
"84072-8","LP173059-9","Document.Setting","1","Telephone encounter"
"84072-8","LP172923-7","Document.SubjectMatterDomain","1","Chiropractic medicine"
"84073-6","LP173418-7","Document.Kind","1","Note"
"84073-6","LP173061-5","Document.Setting","1","{Setting}"
"84073-6","LP172932-8","Document.SubjectMatterDomain","1","Colon and rectal surgery"
"84074-4","LP173418-7","Document.Kind","1","Note"
"84074-4","LP173234-8","Document.TypeOfService","1","Procedure"
"84074-4","LP173061-5","Document.Setting","1","{Setting}"
"84074-4","LP172932-8","Document.SubjectMatterDomain","1","Colon and rectal surgery"
"84075-1","LP173418-7","Document.Kind","1","Note"
"84075-1","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"84075-1","LP173045-8","Document.Setting","1","Intensive care unit"
"84075-1","LP187187-2","Document.Role","1","{Role}"
"84076-9","LP173387-4","Document.Kind","1","Administrative note"
"84076-9","LP173061-5","Document.Setting","1","{Setting}"
"84076-9","LP172935-1","Document.SubjectMatterDomain","1","Dermatology"
"84077-7","LP173418-7","Document.Kind","1","Note"
"84077-7","LP173198-5","Document.TypeOfService","1","History and physical"
"84077-7","LP173061-5","Document.Setting","1","{Setting}"
"84077-7","LP172935-1","Document.SubjectMatterDomain","1","Dermatology"
"84078-5","LP173418-7","Document.Kind","1","Note"
"84078-5","LP173065-6","Document.Setting","1","Hospital"
"84078-5","LP172935-1","Document.SubjectMatterDomain","1","Dermatology"
"84079-3","LP173418-7","Document.Kind","1","Note"
"84079-3","LP173214-0","Document.TypeOfService","1","Surgical operation"
"84079-3","LP173061-5","Document.Setting","1","{Setting}"
"84079-3","LP172935-1","Document.SubjectMatterDomain","1","Dermatology"
"84080-1","LP173418-7","Document.Kind","1","Note"
"84080-1","LP173051-6","Document.Setting","1","Outpatient"
"84080-1","LP172935-1","Document.SubjectMatterDomain","1","Dermatology"
"84081-9","LP173418-7","Document.Kind","1","Note"
"84081-9","LP173234-8","Document.TypeOfService","1","Procedure"
"84081-9","LP173051-6","Document.Setting","1","Outpatient"
"84081-9","LP172935-1","Document.SubjectMatterDomain","1","Dermatology"
"84082-7","LP173418-7","Document.Kind","1","Note"
"84082-7","LP173059-9","Document.Setting","1","Telephone encounter"
"84082-7","LP172935-1","Document.SubjectMatterDomain","1","Dermatology"
"84083-5","LP173418-7","Document.Kind","1","Note"
"84083-5","LP173226-4","Document.TypeOfService","1","Transfer summary"
"84083-5","LP173061-5","Document.Setting","1","{Setting}"
"84083-5","LP172935-1","Document.SubjectMatterDomain","1","Dermatology"
"84084-3","LP173418-7","Document.Kind","1","Note"
"84084-3","LP173061-5","Document.Setting","1","{Setting}"
"84084-3","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84084-3","LP173067-2","Document.Role","1","Case manager"
"84085-0","LP173418-7","Document.Kind","1","Note"
"84085-0","LP173113-4","Document.TypeOfService","1","Group counseling"
"84085-0","LP173061-5","Document.Setting","1","{Setting}"
"84085-0","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84086-8","LP173418-7","Document.Kind","1","Note"
"84086-8","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"84086-8","LP173061-5","Document.Setting","1","{Setting}"
"84086-8","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84087-6","LP173418-7","Document.Kind","1","Note"
"84087-6","LP173065-6","Document.Setting","1","Hospital"
"84087-6","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84088-4","LP173418-7","Document.Kind","1","Note"
"84088-4","LP173231-4","Document.TypeOfService","1","Medication management"
"84088-4","LP173061-5","Document.Setting","1","{Setting}"
"84088-4","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84089-2","LP173418-7","Document.Kind","1","Note"
"84089-2","LP173113-4","Document.TypeOfService","1","Group counseling"
"84089-2","LP173051-6","Document.Setting","1","Outpatient"
"84089-2","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84090-0","LP173418-7","Document.Kind","1","Note"
"84090-0","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"84090-0","LP173051-6","Document.Setting","1","Outpatient"
"84090-0","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84091-8","LP173418-7","Document.Kind","1","Note"
"84091-8","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"84091-8","LP173051-6","Document.Setting","1","Outpatient"
"84091-8","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84092-6","LP173418-7","Document.Kind","1","Note"
"84092-6","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"84092-6","LP173061-5","Document.Setting","1","{Setting}"
"84092-6","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84093-4","LP173418-7","Document.Kind","1","Note"
"84093-4","LP173059-9","Document.Setting","1","Telephone encounter"
"84093-4","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84094-2","LP173418-7","Document.Kind","1","Note"
"84094-2","LP173209-0","Document.TypeOfService","1","Plan of care"
"84094-2","LP173061-5","Document.Setting","1","{Setting}"
"84094-2","LP172938-5","Document.SubjectMatterDomain","1","Diabetology"
"84095-9","LP173410-4","Document.Kind","1","Do not resuscitate"
"84095-9","LP173061-5","Document.Setting","1","{Setting}"
"84095-9","LP187187-2","Document.Role","1","{Role}"
"84096-7","LP173418-7","Document.Kind","1","Note"
"84096-7","LP173059-9","Document.Setting","1","Telephone encounter"
"84096-7","LP172940-1","Document.SubjectMatterDomain","1","Emergency medicine"
"84097-5","LP173418-7","Document.Kind","1","Note"
"84097-5","LP173198-5","Document.TypeOfService","1","History and physical"
"84097-5","LP173061-5","Document.Setting","1","{Setting}"
"84097-5","LP172941-9","Document.SubjectMatterDomain","1","Endocrinology"
"84098-3","LP173418-7","Document.Kind","1","Note"
"84098-3","LP173065-6","Document.Setting","1","Hospital"
"84098-3","LP172941-9","Document.SubjectMatterDomain","1","Endocrinology"
"84099-1","LP173418-7","Document.Kind","1","Note"
"84099-1","LP173051-6","Document.Setting","1","Outpatient"
"84099-1","LP172941-9","Document.SubjectMatterDomain","1","Endocrinology"
"84100-7","LP173418-7","Document.Kind","1","Note"
"84100-7","LP173059-9","Document.Setting","1","Telephone encounter"
"84100-7","LP172941-9","Document.SubjectMatterDomain","1","Endocrinology"
"84101-5","LP173387-4","Document.Kind","1","Administrative note"
"84101-5","LP173061-5","Document.Setting","1","{Setting}"
"84101-5","LP172945-0","Document.SubjectMatterDomain","1","Gastroenterology"
"84102-3","LP173418-7","Document.Kind","1","Note"
"84102-3","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"84102-3","LP173061-5","Document.Setting","1","{Setting}"
